Chương 1286: Đánh bại 
Converter Dzung Kiều cầu phiếu và bình chọn * cao giúp mình 

	Nắng chiều tàn như máu, lớn bên trong cửa trên quảng trường máu chảy thành sông.

	Mấy trăm không lành lặn không hoàn toàn thân thể, cùng với từng tiếng kêu thảm thiết bên tai không dứt.

	10 phút!

	Chẳng qua là 10 phút Bắc Phong liền trực tiếp giết mặc phủ đệ, tiến vào bên trong viện bên trong!

	3 nghìn thân vệ quân cùng với hơn ngàn môn khách chết thảm trọng, cứ việc như cũ không sợ chết, nhưng đáy mắt sợ hãi vẫy không đi.

	Bắc Phong không có chập chờn, giết người như cắt cỏ.

	Không có người có thể ngăn trở Bắc Phong hời hợt huy động trường kích, chỗ đi qua lưu lại đầy đất huyết dịch.

	"Còn không ra sao? Vẫn là đã chạy?"

	Bắc Phong tự nói, không phải là không có khả năng này.

	"Xem ra muốn tăng thêm tốc độ."

	Bắc Phong cau mày, lại nữa nương tay, thật để cho hắn chạy, cũng là phiền toái.

	"Giết!"

	Bắc Phong bùng nổ toàn lực, bước ra một bước, đạp bể chu vi mười trượng gạch!

	Giống như một đầu bạo rồng, thế không thể đỡ!

	Thân thể hóa thân kinh Hồng, chỗ đi qua, chỉ gặp từng đạo tàn ảnh không ngừng hiện lên, mỗi một đạo tàn ảnh cũng khi làm ra bất đồng tư thế!

	Phốc xuy!

	Một hơi thở!

	Chỉ là một hơi thở thời gian, đủ có mấy trăm người bị đánh chết!

	Một ít môn khách sợ, rối rít cũng không quay đầu lại rời đi.

	Mà thân vệ quân nhưng là hơn nữa ra sức ngăn trở, không sợ chết, lấy tự thân thân thể là ngăn trở!

	Bắc Phong không có dây dưa tiếp nữa, thân thể ngay tức thì bay lên trời, hướng nội viện lướt đi.

	Lấy Bắc Phong tốc độ, những thân thích này vệ quân căn bản không theo đuổi, chỉ có thể trơ mắt nhìn Bắc Phong rời đi.

	Bắc Phong tiến vào trong nội viện, đập vào mắt nơi gặp, một ít người làm đều là trước khi đi vội vã, mang hốt hoảng.

	Nội viện cảnh sắc lại là lớn không giống nhau, bên trong cảnh sắc có thể nói là khéo léo tuyệt vời.

	Một mảnh kích thước không nhỏ nhân tạo bên trong hồ mọc đầy lau sậy, lau sậy bồng bềnh, vô số trắng nhứ bay tán loạn.

	Ở ven hồ, một tòa vài mét lớn nhỏ đình bên trong, truyền tới từng trận tiếng đàn.

	Một trung niên thân người xuyên to áo vải phục, sung sướng tự đắc khảy đàn.

	Bắc Phong dưới chân nhẹ một chút, trực tiếp lướt qua mấy trăm mét, xuất hiện ở người trung niên đối diện.

	Bắc Phong bình yên ngồi xuống, nghe tiếng đàn.

	"Các hạ ngón này tài đánh đàn có thể nói là đăng phong tạo cực."

